id,tier,categoria,slug,parte,complementar,grupo,arquivo_pronto,arquivo_original,resumo_curadoria,texto_ocr,tags,metricas_detectadas,telefones_borrados,frente_produto_sugerida,uso_sugerido,notas
DEP-142,gallery,metricas,elogia-o-conteudo-fora-da-curva-mas-admi,,,,depoimentos-2026-ready/gallery/gallery_metricas_elogia-o-conteudo-fora-da-curva-mas-admi.png,IMG_6362.PNG,"Elogia o conteúdo “fora da curva”, mas admite estar travado sem a primeira venda.","Irmão parabéns, teu conteúdo é
muito fora da curva de verdade. Só
agradecer porque tu tens
tenho a te
ajudado muito; tô na labuta de botar
minha agenda pra funcionar mas a
primeira venda não sai de jeito
nenhum tô travado","dor, travado, gratidão, primeira venda",destravamento,0,,,
DEP-143,gallery,metricas,gideao-recomenda-o-conteudo-realista-do,1,,,depoimentos-2026-ready/gallery/gallery_metricas_gideao-recomenda-o-conteudo-realista-do_parte-1.png,IMG_3433.PNG,Gideão recomenda o conteúdo realista do Rômulo para destravar medo de ligar.,"Comunidade Pódium: C..
158
COMUNIDADE
PODIUM
37 online
40
Hoje
Gideão","recomendação peer, anti-facilidade, trava de ligação, comunidade",,1,,,
DEP-144,gallery,metricas,gideao-recomenda-o-conteudo-realista-do,2,,,depoimentos-2026-ready/gallery/gallery_metricas_gideao-recomenda-o-conteudo-realista-do_parte-2.png,IMG_3433.PNG,Gideão recomenda o conteúdo realista do Rômulo para destravar medo de ligar.,"Marcelo
gostaria de conversar com; tenho muita
dificuldade em ligar, e queria começar a
fazer
Marcelo 0 Romulo tem um
conteúdo muito bom e com
ajudar ele não vende
certeza vai te
facilidade mas a realidade mano.
Mas tem que entender por que vc
está com trava (medo insegurança;
não confia no produto que esta
vendendo) mas pense uma coisa 0
pior que pode acontecer contigo
ligando e a pessoa não te atender
ou dizer um não.
Até Jesus foi rejeitado imagina
nois. 0 legal aqui da comunidade e
que todo mundo respira ligação
então vc tem um abiente que vai te
ajudar mano.","recomendação peer, anti-facilidade, trava de ligação, comunidade",,2,,,
DEP-145,gallery,metricas,gideao-recomenda-o-conteudo-realista-do,3,,,depoimentos-2026-ready/gallery/gallery_metricas_gideao-recomenda-o-conteudo-realista-do_parte-3.png,IMG_3433.PNG,Gideão recomenda o conteúdo realista do Rômulo para destravar medo de ligar.,"Marcelo M
perfeito; eu tenho contiança no
poraue em reuniões
meu produto","recomendação peer, anti-facilidade, trava de ligação, comunidade",,1,,,
DEP-146,gallery,metricas,grupo-comunidade-podium-vibra-com-networ,1,,,depoimentos-2026-ready/gallery/gallery_metricas_grupo-comunidade-podium-vibra-com-networ_parte-1.png,IMG_6843.PNG,"Grupo Comunidade Pódium vibra com networking e “entrega de ouro”, com frase “NETWORK ANTECIPA FATURAMENTO!”.","Comunidade Pódium: Cons...
94
COMUNIDADE
31 online
PÓDIUM
Bem-vindo ao grupo
Vídeo
OLHAAAAA AIIII
Dale criar umas troca de ideia
rapaziada
18.51","comunidade, networking, faturamento, energia, prova-social",,0,,,
DEP-147,gallery,metricas,grupo-comunidade-podium-vibra-com-networ,2,,,depoimentos-2026-ready/gallery/gallery_metricas_grupo-comunidade-podium-vibra-com-networ_parte-2.png,IMG_6843.PNG,"Grupo Comunidade Pódium vibra com networking e “entrega de ouro”, com frase “NETWORK ANTECIPA FATURAMENTO!”.","Juliano
Você
E aqui 0 papo sobre vendas é LIBERADO
QUE MASSA!","comunidade, networking, faturamento, energia, prova-social",,0,,,
DEP-148,gallery,metricas,grupo-comunidade-podium-vibra-com-networ,3,,,depoimentos-2026-ready/gallery/gallery_metricas_grupo-comunidade-podium-vibra-com-networ_parte-3.png,IMG_6843.PNG,"Grupo Comunidade Pódium vibra com networking e “entrega de ouro”, com frase “NETWORK ANTECIPA FATURAMENTO!”.","ABSURDO
Quem não está ainda lá na
comunidade, trate de entrar! De
minha parte nunca vai faltar
entrega de ouro pra vocês","comunidade, networking, faturamento, energia, prova-social",,0,,,
DEP-149,gallery,metricas,grupo-comunidade-podium-vibra-com-networ,4,,,depoimentos-2026-ready/gallery/gallery_metricas_grupo-comunidade-podium-vibra-com-networ_parte-4.png,IMG_6843.PNG,"Grupo Comunidade Pódium vibra com networking e “entrega de ouro”, com frase “NETWORK ANTECIPA FATURAMENTO!”.","NETWORK ANTECIPA
FATURAMENTO!
(nesse momento eu paro e penso:
esses cara acha que eu sou um
BDR ou closer do romulo; pq nao é
possivel)","comunidade, networking, faturamento, energia, prova-social",,0,,,
DEP-150,gallery,metricas,leandro-diz-que-nunca-ligou-tanto-e-que,1,,,depoimentos-2026-ready/gallery/gallery_metricas_leandro-diz-que-nunca-ligou-tanto-e-que_parte-1.png,IMG_3432.PNG,Leandro diz que nunca ligou tanto e que mudou a vida da família.,"Comunidade Pódium: C.-
157
COMUNIDADE
PODIUM
48 online
aclIU 4uC
Cu
todos nós estamos passando ou já
passamos por algo parecido ao
que você passou.
Ao meu ver; você contando é uma
esperança de que se você
conseguiu outra pessoa consegue;
mas tem que ter garra!","ligações, breakthrough financeiro, gratidão, família, destrava",,0,,,
DEP-151,gallery,metricas,leandro-diz-que-nunca-ligou-tanto-e-que,2,,,depoimentos-2026-ready/gallery/gallery_metricas_leandro-diz-que-nunca-ligou-tanto-e-que_parte-2.png,IMG_3432.PNG,Leandro diz que nunca ligou tanto e que mudou a vida da família.,"Izabela
Caraca Romulo; tua historia pegou
aqui também
Obrigada por compartilhar todo
esse conhecimento
Mensagem não lida: 1","ligações, breakthrough financeiro, gratidão, família, destrava",,1,,,
DEP-152,gallery,metricas,leandro-diz-que-nunca-ligou-tanto-e-que,3,,,depoimentos-2026-ready/gallery/gallery_metricas_leandro-diz-que-nunca-ligou-tanto-e-que_parte-3.png,IMG_3432.PNG,Leandro diz que nunca ligou tanto e que mudou a vida da família.,"Leandro
~
Cara eu cansei de ticar preocupado
com falta de grana! Nunca liguei
tanto quanto nestes últimos dias,
Obrigado por compartilhar e Deus
abençoe por mudar não só a sua
vida como a minha e da minha
família","ligações, breakthrough financeiro, gratidão, família, destrava",,1,,,
DEP-153,gallery,metricas,lista-qualificada-dicas-de-quebra-de-obj,1,,,depoimentos-2026-ready/gallery/gallery_metricas_lista-qualificada-dicas-de-quebra-de-obj_parte-1.png,IMG_1069.PNG,Lucas Ribeiro: lista qualificada + dicas de quebra de objeção do Rômulo mudaram o cenário (antes 70% não atendia / barrado na secretária).,"Comunidade Pódium: C..
76
PÓDIUM
6 online","metodo_funcionou, quebra_de_objecao, lista_qualificada, prova_social, resultado_vendas",,1,,,
DEP-154,gallery,metricas,lista-qualificada-dicas-de-quebra-de-obj,2,,,depoimentos-2026-ready/gallery/gallery_metricas_lista-qualificada-dicas-de-quebra-de-obj_parte-2.png,IMG_1069.PNG,Lucas Ribeiro: lista qualificada + dicas de quebra de objeção do Rômulo mudaram o cenário (antes 70% não atendia / barrado na secretária).,"Lucas Ribeiro Mentorado
Apollo
4
ICP bem definiao pal
Isso mesmo; lista qualificada é 0
pulo do gato; antes eu ligava para
50 empresas 70% não atendia;
ficava muito barrado na secretaria
e por fim quando chegava no
decisor sempre falavam que não
tinha interesse; Rômulo me ensinou
umas dicas de quebra de objeção e
me ajudou muito. estou em outra
realidade agora
2","metodo_funcionou, quebra_de_objecao, lista_qualificada, prova_social, resultado_vendas",mentoria,1,,,
DEP-155,gallery,metricas,lista-qualificada-dicas-de-quebra-de-obj,3,,,depoimentos-2026-ready/gallery/gallery_metricas_lista-qualificada-dicas-de-quebra-de-obj_parte-3.png,IMG_1069.PNG,Lucas Ribeiro: lista qualificada + dicas de quebra de objeção do Rômulo mudaram o cenário (antes 70% não atendia / barrado na secretária).,"Lucas Ribeiro Mentorado
Isso mesmo; lista qualificada é 0
pulo
do
gato; antes eu ligava para 50 empresas
70% não atendia, ficava muito barrado na_","metodo_funcionou, quebra_de_objecao, lista_qualificada, prova_social, resultado_vendas",mentoria,0,,,
DEP-156,gallery,metricas,marcos-fecha-contrato-de-reestruturacao,,,,depoimentos-2026-ready/gallery/gallery_metricas_marcos-fecha-contrato-de-reestruturacao.png,IMG_4182.PNG,Marcos fecha contrato de reestruturação financeira para indústria de oxigênio.,"Marcos Ar
Rômulo Freitas no dia do evento
estava atolado fazendo uma
proposta personalizada para um
restruturação financeira de uma
indústria de Oxigênio
Você me deu sorte em
Fechei 0 contrato","fechamento, indústria, evento, gratidão, resultado",contratos,1,,,
DEP-157,gallery,metricas,marinamarchiolli-escreve-apenas-sempre-b,,,,depoimentos-2026-ready/gallery/gallery_metricas_marinamarchiolli-escreve-apenas-sempre-b.png,IMG_7565.PNG,marinamarchiolli escreve apenas “Sempre bom conversar contigo”.,"[romulocsfreitas] marinamarchiolli
Sempre bom conversar contigo","conexão, relacionamento, soft-proof, fraco-para-vendas",,0,,,
DEP-158,gallery,metricas,maycon-ferraz-agradece-ao-romulo-e-afirm,1,,,depoimentos-2026-ready/gallery/gallery_metricas_maycon-ferraz-agradece-ao-romulo-e-afirm_parte-1.png,IMG_7918.PNG,Maycon Ferraz agradece ao Rômulo e afirma que o workshop funciona de verdade.,"Maycon Fe
Você
Destaque pro nosso mestre","workshop, gratidão, resultado, prova-social",workshop,1,,,
DEP-159,gallery,metricas,maycon-ferraz-agradece-ao-romulo-e-afirm,2,,,depoimentos-2026-ready/gallery/gallery_metricas_maycon-ferraz-agradece-ao-romulo-e-afirm_parte-2.png,IMG_7918.PNG,Maycon Ferraz agradece ao Rômulo e afirma que o workshop funciona de verdade.,"@~Maycon Ferraz que
CECA
simplesmente destruiu e agendo.","workshop, gratidão, resultado, prova-social",workshop,0,,,
DEP-160,gallery,metricas,maycon-ferraz-agradece-ao-romulo-e-afirm,3,,,depoimentos-2026-ready/gallery/gallery_metricas_maycon-ferraz-agradece-ao-romulo-e-afirm_parte-3.png,IMG_7918.PNG,Maycon Ferraz agradece ao Rômulo e afirma que o workshop funciona de verdade.,"Kkkkkk
So tenho a agradecer @Rômulo
Freitas, isso so mostra que 0
workshop funciona e não e pouco.","workshop, gratidão, resultado, prova-social",workshop,0,,,
DEP-161,gallery,metricas,maycon-ferraz-diz-que-so-aplicou-o-works,,,,depoimentos-2026-ready/gallery/gallery_metricas_maycon-ferraz-diz-que-so-aplicou-o-works.png,IMG_9259.PNG,Maycon Ferraz diz que só aplicou o workshop/vídeos e que foi um “divisor de águas”.,"Maycon Fi
Você
Cara, você me surpreendeu de todas as
maneiras possíveis em vendas!
Chegou na Sala de Ligação, agendou um:
Eu que agradeço eu simplesmente
so fiz oque aprendi no workshop e
com os videos.
10% eu adaptei pro meu nicho.
Resto eu que agradeço porque
sem sombra de dúvidas, isso foi
um divisor de águas pra mim.
2","resultado, aplicação prática, workshop, divisor de águas, gratidão",workshop,1,,,
DEP-162,gallery,metricas,membro-da-comunidade-podium-atribui-resu,1,,,depoimentos-2026-ready/gallery/gallery_metricas_membro-da-comunidade-podium-atribui-resu_parte-1.png,IMG_8964.PNG,Membro da Comunidade Pódium atribui resultados ao conteúdo de valor do Rômulo vs abordagem “preguiçosa”.,"Comunidade Pódium: ..
110
COMUNIDADE
26 online
PODIUM
gente passou por uma espécie de
funil, provavelmente vou tube ou","comunidade, autoridade, funil, conteúdo de valor, crítica a cold approach",,0,,,
DEP-163,gallery,metricas,membro-da-comunidade-podium-atribui-resu,2,,,depoimentos-2026-ready/gallery/gallery_metricas_membro-da-comunidade-podium-atribui-resu_parte-2.png,IMG_8964.PNG,Membro da Comunidade Pódium atribui resultados ao conteúdo de valor do Rômulo vs abordagem “preguiçosa”.,"tunil, provavelmente you tube ou
Reels
esforço e
Isso é fruto do
conhecimento que Rômulo
compartilha com a gente; e em
qualquer comunidade que dá certo
é assim também.
Agora serviço de preguiçoso igual
desse pessoal da abordagem,
quase impossível um bom
resultado; pra ser sincero; é
impossível!
Não pensam em produzir conteúdo
de valor; ou trazer algo relevante; e
querem sair vendendo por aí,
KKKKkkk confia que vai dar certo","comunidade, autoridade, funil, conteúdo de valor, crítica a cold approach",,0,,,
DEP-164,gallery,metricas,membro-da-comunidade-podium-atribui-resu,3,,,depoimentos-2026-ready/gallery/gallery_metricas_membro-da-comunidade-podium-atribui-resu_parte-3.png,IMG_8964.PNG,Membro da Comunidade Pódium atribui resultados ao conteúdo de valor do Rômulo vs abordagem “preguiçosa”.,"Davi Leão Pódium
Rômulo Freitas meu irmâo; pelo
amor de Deus, minha namorada tá
maic +amn^
+^","comunidade, autoridade, funil, conteúdo de valor, crítica a cold approach",,0,,,
DEP-165,gallery,metricas,mesma-mensagem-de-bruno-henrique-elogian,,comp-c,comp11,depoimentos-2026-ready/gallery/gallery_metricas_mesma-mensagem-de-bruno-henrique-elogian_comp-c.png,IMG_7683 (1).PNG,Giulia diz que só com conteúdos gratuitos recebeu ótimos feedbacks e fechou um contrato no mesmo dia.,"Giulia versos
Rômulo; só com teus conteúdos
gratuitos; apliquei aqui nas
reuniões e direcionamento com os
clientes, tô recebendo muito
feedback top e um contrato
fechado hojel!
Obrigada pelo conteúdo
maravilhoso que vc entrega.","conteúdo-gratuito, fechamento, resultado, gratidão, hero-candidate",,0,,,
DEP-166,gallery,metricas,michael-marciano-comemora-com-entusiasmo,1,,,depoimentos-2026-ready/gallery/gallery_metricas_michael-marciano-comemora-com-entusiasmo_parte-1.png,IMG_7285.PNG,Michael Marciano comemora com entusiasmo o primeiro fechamento de venda no grupo.,"Michael Marciano
MEU PRIMEIRO","primeira-venda, celebração, resultado, prova-social",,0,,,
DEP-167,gallery,metricas,michael-marciano-comemora-com-entusiasmo,2,,,depoimentos-2026-ready/gallery/gallery_metricas_michael-marciano-comemora-com-entusiasmo_parte-2.png,IMG_7285.PNG,Michael Marciano comemora com entusiasmo o primeiro fechamento de venda no grupo.,,"primeira-venda, celebração, resultado, prova-social",,0,,,
DEP-168,gallery,metricas,michael-marciano-comemora-com-entusiasmo,3,,,depoimentos-2026-ready/gallery/gallery_metricas_michael-marciano-comemora-com-entusiasmo_parte-3.png,IMG_7285.PNG,Michael Marciano comemora com entusiasmo o primeiro fechamento de venda no grupo.,BORA CARAAAIO,"primeira-venda, celebração, resultado, prova-social",,0,,,
DEP-169,gallery,metricas,nikolas-lage-diz-que-a-mentoria-o-tirou,,,,depoimentos-2026-ready/gallery/gallery_metricas_nikolas-lage-diz-que-a-mentoria-o-tirou.png,IMG_2872.PNG,Nikolas Lage diz que a mentoria o tirou da zona de conforto e hoje vende serviços com mais segurança.,"Nikolas Lage
Você
Um agradecimento em especial aos
mentorados da Elite e da Escuderia, que
estão alcançando um patamar mais profu.
Eu que agradeço por tudo!
Fazer parte da mentoria me
obrigou a sair da zona e conforto e
evoluir de verdade. Cada fase que
passamos me deixa mais seguro
para seguir.
Eu que nunca soube vender meus
serviços hoje sinto mais segurança
firmeza a cada contato com um
novo cliente.","evolução, confiança, vendas, mentoria",mentoria,0,,,
DEP-170,gallery,metricas,o-script-que-eu-uso-e-do-proprio-romulo,1,,,depoimentos-2026-ready/gallery/gallery_metricas_o-script-que-eu-uso-e-do-proprio-romulo_parte-1.png,IMG_1742.PNG,Lucas Ribeiro Mentorado: “O script que eu uso é do próprio Rômulo”.,"Lucas Ribeiro Mentorado
0 script que eu uso é do próprio","prova_social, metodo_funcionou, autoridade, roteiro_vendas",mentoria,0,,,
DEP-171,gallery,metricas,o-script-que-eu-uso-e-do-proprio-romulo,2,,,depoimentos-2026-ready/gallery/gallery_metricas_o-script-que-eu-uso-e-do-proprio-romulo_parte-2.png,IMG_1742.PNG,Lucas Ribeiro Mentorado: “O script que eu uso é do próprio Rômulo”.,,"prova_social, metodo_funcionou, autoridade, roteiro_vendas",mentoria,0,,,
DEP-172,gallery,metricas,pega-e-liga,,,,depoimentos-2026-ready/gallery/gallery_metricas_pega-e-liga.png,IMG_8001.PNG,Maycon conta que o lead elogiou a forma como ele ligou e incentiva: “pega e liga”.,"Maycon Fe
Gente acabou ae aconrecer a coisa
mais loca que eu nunca achei que
poderia acontecer cabei de sair de
uma R1 e 0 leed simplesmente
falou que gostou da forma como eu
liguei pra ele.
Simplesmente 0 cara admitiu que
gostou de ser incômododado.
alguém
Então eu vou falar como
que nao fazia ligação.
Pega e liga você vai se surpreender
com 0 resultado!
7","superação-medo, ligações, prova-social, R1, on-brand",,1,,,
DEP-173,gallery,metricas,primeiro-contrato-menos-1-semana,1,comp-c,comp05,depoimentos-2026-ready/gallery/gallery_metricas_primeiro-contrato-menos-1-semana_comp-c_parte-1.png,IMG_2880.PNG,André celebra 1º contrato em menos de uma semana (R1→R2→fechamento).,"Comunidade Pódium: .
82
COMUNIDADE
Affonso Sim, André Neto. , Boia, B.
PÓDIUM
vinicius Nascimento
uhuuullll","resultado rápido, R1/R2, networking, celebração, comunidade",,0,,,
DEP-174,gallery,metricas,primeiro-contrato-menos-1-semana,2,comp-c,comp05,depoimentos-2026-ready/gallery/gallery_metricas_primeiro-contrato-menos-1-semana_comp-c_parte-2.png,IMG_2880.PNG,André celebra 1º contrato em menos de uma semana (R1→R2→fechamento).,"André Neto.
Galera, faz nem uma semana que
conheci a comunidade e 0 Rômulo
e já posso agradecer esse primeiro
contrato ao conteúdo e networking
daqui.
Fiz uma RI na quinta passada; R2 e
fechamento hoje. passei 0 fim de
semana fritando em como poderia
apresentar a R2 e 0 que mais fazia
sentido pro lead.","resultado rápido, R1/R2, networking, celebração, comunidade",,0,,,
DEP-175,gallery,metricas,primeiro-contrato-menos-1-semana,3,comp-c,comp05,depoimentos-2026-ready/gallery/gallery_metricas_primeiro-contrato-menos-1-semana_comp-c_parte-3.png,IMG_2880.PNG,André celebra 1º contrato em menos de uma semana (R1→R2→fechamento).,"Vinicius Nascimento
Parabéns André, bora pra Elite
irmão; vai evoluir muitooo
s6 0
começo","resultado rápido, R1/R2, networking, celebração, comunidade",,0,,,
DEP-176,gallery,metricas,primeiro-contrato-menos-1-semana,4,comp-c,comp05,depoimentos-2026-ready/gallery/gallery_metricas_primeiro-contrato-menos-1-semana_comp-c_parte-4.png,IMG_2880.PNG,André celebra 1º contrato em menos de uma semana (R1→R2→fechamento).,"cia recebida
André Neto.
eu R$ 1.000,
TACOES LTD'
Foto
Aeeeee poxa'! Pra cimall!","resultado rápido, R1/R2, networking, celebração, comunidade",valor_rs,0,,,
DEP-177,gallery,metricas,r-529-investidos-vs-contrato-de-r-6,1,comp-a,comp08,depoimentos-2026-ready/gallery/gallery_metricas_r-529-investidos-vs-contrato-de-r-6_comp-a_parte-1.png,IMG_3437.PNG,Maycon calcula ROI: R$529 investidos vs contrato de R$6.900.,"Comunidade Pódium:.
158
COMUNIDADE
30 online
PÓDIUM
Maycon Ferraz
Você
@Vinicius Nascimento @~Alanis Almeida
@Davi Leão Pódium
@~Mike Oliveira
@~Victor Hugo
Bruna Moeller @Mayco.
mestre vou falar oque 0 vídeo
abaixo ja resume.
Mais vou deixar em termos
matemáticos aqui pra ficar mais
fácil. 8 mensalidades da plataforma
R$ 479,20
workshop R$ 50,00
0
Total: R$529,20
E assinei um contrato de
R$6.900,00 esse mês.
0 retorno e esse fora
conhecimento pra fazer mais
vendas.
18.04","ROI, prova financeira, plataforma, workshop, matemática",roi; valor_rs; workshop,0,,,
DEP-178,gallery,metricas,r-529-investidos-vs-contrato-de-r-6,1,comp-c,comp08,depoimentos-2026-ready/gallery/gallery_metricas_r-529-investidos-vs-contrato-de-r-6_comp-c_parte-1.png,IMG_3439.PNG,Victor Hugo elogia choque de realidade e mentalidade na mentoria do Rômulo.,"Comunidade Pódium:.
158
COMUNIDADE
27 online
PÓDIUM
Victor Hug
Você
@Vinicius Nascimento @~Alanis Almeida
@Davi Leão Pódium
~Mike Oliveira
@~Victor Hugo
Bruna Moeller @Mayco.
experiência:
Falando a minha
Eu to no processo ainda, mas tomo
muito sempre muito choque de
realidade; eu sou 0 cara que entra
nas call e faz um monte de
perguntas; por mais obvias que
pareçam; eu sempre sempre
lembro que 0 obvio precisa ser
dito.
Rômulo não só Ensina sobre
vendas ou sobre a mentalidade de
empresário.
Ele ajuda, entender, mostra
caminhos que se tornam simples
tempo e a pratica. Ele
com 0
também acolhe e te dar uns
puxões de orelha quando precisa
(Os puxões de orelha precisam ser
mais frequentes kkk:)","mentoria, mentalidade, vendas, gratidão, prática",mentoria,1,,,
DEP-179,gallery,metricas,r-529-investidos-vs-contrato-de-r-6,2,comp-a,comp08,depoimentos-2026-ready/gallery/gallery_metricas_r-529-investidos-vs-contrato-de-r-6_comp-a_parte-2.png,IMG_3437.PNG,Maycon calcula ROI: R$529 investidos vs contrato de R$6.900.,"Mike Olivi
Mike Oli'
https:llwww instagram com/reell
DaBBBIANIUII?","ROI, prova financeira, plataforma, workshop, matemática",roi; valor_rs,2,,,
DEP-180,gallery,metricas,r-529-investidos-vs-contrato-de-r-6,2,comp-c,comp08,depoimentos-2026-ready/gallery/gallery_metricas_r-529-investidos-vs-contrato-de-r-6_comp-c_parte-2.png,IMG_3439.PNG,Victor Hugo elogia choque de realidade e mentalidade na mentoria do Rômulo.,Leandro,"mentoria, mentalidade, vendas, gratidão, prática",mentoria,1,,,
DEP-181,gallery,metricas,regularize-health-compartilha-contrato-a,1,,,depoimentos-2026-ready/gallery/gallery_metricas_regularize-health-compartilha-contrato-a_parte-1.png,IMG_8003.PNG,Regularize Health compartilha contrato assinado e credita o fechamento ao workshop do Rômulo.,"Regularize
Paulo Custodio Golamed","fechamento, workshop, prova-de-resultado, contrato",workshop,1,,,
DEP-182,gallery,metricas,regularize-health-compartilha-contrato-a,2,,,depoimentos-2026-ready/gallery/gallery_metricas_regularize-health-compartilha-contrato-a_parte-2.png,IMG_8003.PNG,Regularize Health compartilha contrato assinado e credita o fechamento ao workshop do Rômulo.,"Voca
FATURA Dia 19
ZapSion / E-Sionature
acp Zopsign combr
seque link para assinatura eletrônica do documento  Qualqucr duvida porlavor avise,
Paulo como combinamos, seque
contrato para assinatura . 16.17
17,05","fechamento, workshop, prova-de-resultado, contrato",workshop,0,,,
DEP-183,gallery,metricas,regularize-health-compartilha-contrato-a,3,,,depoimentos-2026-ready/gallery/gallery_metricas_regularize-health-compartilha-contrato-a_parte-3.png,IMG_8003.PNG,Regularize Health compartilha contrato assinado e credita o fechamento ao workshop do Rômulo.,"17 05
Encummhada
ContratoGOIAMED CTR-
1770836876107 pdf
Pof
ContratoGOIAMED CTR-1770836876107 pdf
19.56
18 08
Sanar como","fechamento, workshop, prova-de-resultado, contrato",workshop,0,,,
DEP-184,gallery,metricas,regularize-health-compartilha-contrato-a,4,,,depoimentos-2026-ready/gallery/gallery_metricas_regularize-health-compartilha-contrato-a_parte-4.png,IMG_8003.PNG,Regularize Health compartilha contrato assinado e credita o fechamento ao workshop do Rômulo.,"Rômulo Freitas
esse contrato
provavelmente eu não fecharia
antoc do Morkchon","fechamento, workshop, prova-de-resultado, contrato",workshop,0,,,
DEP-185,gallery,metricas,resultado-financeiro-fechamento-estrateg,1,,,depoimentos-2026-ready/gallery/gallery_metricas_resultado-financeiro-fechamento-estrateg_parte-1.png,IMG_0682.PNG,"Pablo Fernandes analisa aula de fechamento de R$ 90k: maturidade, gravar reunião para capturar dor e posicionamento de longo prazo.","Comunidade Pódium: .
122
COMUNIDADE
PODIUM
30 online
Mensagem não lida: 1","resultado_financeiro, fechamento, estrategia, metodo_funcionou, prova_social",valor_rs,0,,,
DEP-186,gallery,metricas,resultado-financeiro-fechamento-estrateg,2,,,depoimentos-2026-ready/gallery/gallery_metricas_resultado-financeiro-fechamento-estrateg_parte-2.png,IMG_0682.PNG,"Pablo Fernandes analisa aula de fechamento de R$ 90k: maturidade, gravar reunião para capturar dor e posicionamento de longo prazo.","Pablo Fern
Cara; assisti à aula aqui e vou te
falar: 0 que mais me chamou a
atenção nesse fechamento de 9Ok
foi a maturidade da condução da
parada. Foi uma explosão na minha
cabeça ver que os caras voltaram
atrás de você porque 0 trampo
anterior foi muito bem feito; 0 que
prova que 0 jogo de longo prazo é
que vira a chave.
Outra coisa foda foi aquela
estratégia de gravar a reunião pra
pescar a dor exata e ter a
flexibilidade de entregar
exatamente 0 que eles precisavam,
sem empurrar qualquer coisa. 0
jeito que você agregou valor
trazendo nomes fortes e falando da
reestruturação da sua empresa pra
subir 0 ticket deixou tudo muito
robusto. Mudou totalmente minha
visão de como quero me posicionar
daqui pra frente. Valeu demais pelo
conteúdo; de verdade!","resultado_financeiro, fechamento, estrategia, metodo_funcionou, prova_social",valor_rs,1,,,
DEP-187,gallery,metricas,seguidor-diz-que-o-conteudo-de-cold-call,,,,depoimentos-2026-ready/gallery/gallery_metricas_seguidor-diz-que-o-conteudo-de-cold-call.png,IMG_7567.PNG,Seguidor diz que o conteúdo de cold call está ajudando a montar repertório para as ligações.,"Muito bacana, a partir do momento
que comecei a assistir mais posts
sobre ""cold call"" seu conteúdo
apareceu pra mim, está me
ajudando bastante a construir um
repertório para as ligações!","cold-call, aprendizado, repertório, autoridade",cold_call,0,,,
DEP-188,gallery,metricas,so-o-ouro-ajuda-no-dia-a-dia-de-vendas,1,,,depoimentos-2026-ready/gallery/gallery_metricas_so-o-ouro-ajuda-no-dia-a-dia-de-vendas_parte-1.png,IMG_2881.PNG,"Mike Oliveira valida a plataforma: “só o ouro”, ajuda no dia a dia de vendas.","João B:
Legal!
Vou me organizar pra entrar pra","validação de produto, peer proof, entusiasmo, vendas",,1,,,
DEP-189,gallery,metricas,so-o-ouro-ajuda-no-dia-a-dia-de-vendas,2,,,depoimentos-2026-ready/gallery/gallery_metricas_so-o-ouro-ajuda-no-dia-a-dia-de-vendas_parte-2.png,IMG_2881.PNG,"Mike Oliveira valida a plataforma: “só o ouro”, ajuda no dia a dia de vendas.","Plataforma
Turma que está na plataforma,
pena??
vale a","validação de produto, peer proof, entusiasmo, vendas",,1,,,
DEP-190,gallery,metricas,so-o-ouro-ajuda-no-dia-a-dia-de-vendas,3,,,depoimentos-2026-ready/gallery/gallery_metricas_so-o-ouro-ajuda-no-dia-a-dia-de-vendas_parte-3.png,IMG_2881.PNG,"Mike Oliveira valida a plataforma: “só o ouro”, ajuda no dia a dia de vendas.","Mike Oli
Você
Turma que está na plataforma; vale a
pena??
Vale demaisssss","validação de produto, peer proof, entusiasmo, vendas",,1,,,
DEP-191,gallery,metricas,so-o-ouro-ajuda-no-dia-a-dia-de-vendas,4,,,depoimentos-2026-ready/gallery/gallery_metricas_so-o-ouro-ajuda-no-dia-a-dia-de-vendas_parte-4.png,IMG_2881.PNG,"Mike Oliveira valida a plataforma: “só o ouro”, ajuda no dia a dia de vendas.","Só 0 ouro lá! Não é balela; ajuda
demais no dia a dia de vendas
83","validação de produto, peer proof, entusiasmo, vendas",,0,,,
DEP-192,gallery,metricas,usuario-diz-que-o-youtube-gratuito-super,,,,depoimentos-2026-ready/gallery/gallery_metricas_usuario-diz-que-o-youtube-gratuito-super.png,IMG_7076.PNG,Usuário diz que o YouTube gratuito supera cursos pagos e ajuda a refinar o processo de vendas/outbound.,"Falaa meu amigo; tudo bem?
acompanhando no YouTube e
To te
seu conteúdo lá é insano. Sua
dedicação lá é melhor do que mt
curso e mentoria PAGA. E eu já fiz
algumas. Muito obrigado; tem me
ajudado a refinar meu processo de
vendas.
Hoje eu utilizo um discador
inteligente em massa, que eu
descubro na hora 0 decisor e tal,
que é um pouco diferente do
outbound, mas tenho adaptado
algumas coisas e até indo pra esse
lado do outbound.","YouTube, autoridade, outbound, gratidão, valor-gratuito",mentoria,0,,,
